lead_id,company_name,contact_name,email,job_title,industry,company_size,region,source_channel,decision_maker,created_date,last_activity,last_touch,page_views_7d,emails_opened_30d,calls_last_30d,days_in_pipeline,deal_size_estimate,lead_score,conversion_probability,converted
LEAD_000297,SaaS Company 297,Contact 297,contact297@company297.com,Operations Manager,SaaS,51-200,LATAM,referral,False,2025-08-08,2025-09-03,webinar,16,6,2,110,617,79,0.793,1
LEAD_000298,Finance Company 298,Contact 298,contact298@company298.com,Sales Manager,Finance,5000+,NA,organic,True,2025-07-30,2025-08-29,pricing_page,3,1,0,31,14325,37,0.37,1
LEAD_000299,Healthcare Company 299,Contact 299,contact299@company299.com,CEO,Healthcare,5000+,LATAM,paid,False,2025-04-08,2025-04-18,demo_request,3,1,0,92,15550,37,0.378,1
LEAD_000300,Healthcare Company 300,Contact 300,contact300@company300.com,VP Sales,Healthcare,201-1000,APAC,referral,False,2025-09-06,2025-09-24,webinar,2,1,0,77,2758,26,0.269,1
LEAD_000301,Real Estate Company 301,Contact 301,contact301@company301.com,Product Manager,Real Estate,201-1000,APAC,paid,False,2024-12-05,2025-01-01,ad_click,6,0,0,44,1321,25,0.258,1
LEAD_000302,Manufacturing Company 302,Contact 302,contact302@company302.com,VP Sales,Manufacturing,51-200,APAC,organic,False,2025-05-19,2025-05-22,content_download,0,0,0,28,966,10,0.105,0
LEAD_000303,Healthcare Company 303,Contact 303,contact303@company303.com,Business Analyst,Healthcare,11-50,NA,organic,False,2025-04-12,2025-04-21,case_study_view,11,8,3,12,385,73,0.736,1
LEAD_000304,Retail Company 304,Contact 304,contact304@company304.com,CTO,Retail,1-10,EU,organic,False,2025-06-10,2025-06-23,case_study_view,3,1,0,155,538,10,0.109,0
LEAD_000305,SaaS Company 305,Contact 305,contact305@company305.com,Marketing Director,SaaS,1001-5000,EU,paid,False,2025-02-02,2025-02-24,product_tour,7,5,2,8,2840,69,0.694,1
LEAD_000306,Consulting Company 306,Contact 306,contact306@company306.com,CFO,Consulting,1-10,EU,paid,False,2024-10-03,2024-10-12,content_download,6,0,3,15,167,49,0.496,1
LEAD_000307,Education Company 307,Contact 307,contact307@company307.com,CEO,Education,11-50,MEA,direct,False,2025-07-14,2025-08-08,trial_signup,4,0,1,131,139,33,0.339,0
LEAD_000308,Manufacturing Company 308,Contact 308,contact308@company308.com,Product Manager,Manufacturing,51-200,APAC,direct,False,2025-01-13,2025-02-01,webinar,3,2,4,74,499,63,0.634,1
LEAD_000309,Consulting Company 309,Contact 309,contact309@company309.com,IT Director,Consulting,11-50,MEA,paid,False,2024-12-13,2025-01-08,content_download,7,4,3,101,322,58,0.584,1
LEAD_000310,Consulting Company 310,Contact 310,contact310@company310.com,Product Manager,Consulting,51-200,EU,organic,False,2024-11-19,2024-12-10,webinar,10,7,1,66,979,51,0.517,0
LEAD_000311,SaaS Company 311,Contact 311,contact311@company311.com,CFO,SaaS,11-50,LATAM,organic,False,2025-04-21,2025-05-04,demo_request,5,5,7,108,95,86,0.862,0
LEAD_000312,Retail Company 312,Contact 312,contact312@company312.com,CTO,Retail,51-200,APAC,paid,True,2024-09-14,2024-09-19,case_study_view,6,1,1,71,97,32,0.322,0
LEAD_000313,E-commerce Company 313,Contact 313,contact313@company313.com,Product Manager,E-commerce,1-10,NA,social,False,2025-08-14,2025-08-29,email_open,9,3,2,145,347,48,0.485,1
LEAD_000314,Consulting Company 314,Contact 314,contact314@company314.com,CFO,Consulting,1-10,MEA,paid,False,2025-03-05,2025-03-14,trial_signup,3,0,1,17,604,31,0.316,0
LEAD_000315,SaaS Company 315,Contact 315,contact315@company315.com,VP Sales,SaaS,51-200,EU,paid,True,2024-09-30,2024-10-26,webinar,3,0,2,111,1197,53,0.536,0
LEAD_000316,SaaS Company 316,Contact 316,contact316@company316.com,Marketing Director,SaaS,1-10,LATAM,direct,False,2024-09-25,2024-10-05,pricing_page,5,2,0,125,1507,30,0.305,0
LEAD_000317,Real Estate Company 317,Contact 317,contact317@company317.com,Product Manager,Real Estate,201-1000,NA,paid,False,2025-08-05,2025-08-22,pricing_page,4,1,1,3,1712,42,0.426,1
LEAD_000318,SaaS Company 318,Contact 318,contact318@company318.com,Product Manager,SaaS,5000+,EU,direct,False,2025-03-16,2025-03-27,product_tour,5,3,1,95,10647,46,0.469,1
LEAD_000319,Finance Company 319,Contact 319,contact319@company319.com,CEO,Finance,1-10,MEA,paid,True,2025-01-26,2025-02-20,email_open,9,0,2,16,417,46,0.462,1
LEAD_000320,SaaS Company 320,Contact 320,contact320@company320.com,CFO,SaaS,5000+,EU,social,False,2025-07-21,2025-07-25,contact_form,3,1,3,95,7022,66,0.669,0
LEAD_000321,SaaS Company 321,Contact 321,contact321@company321.com,CEO,SaaS,51-200,NA,referral,False,2025-08-21,2025-08-25,email_open,3,3,1,68,2994,45,0.459,1
LEAD_000322,Finance Company 322,Contact 322,contact322@company322.com,Product Manager,Finance,11-50,APAC,paid,False,2025-07-22,2025-07-29,trial_signup,1,1,3,64,6564,56,0.568,1
LEAD_000323,SaaS Company 323,Contact 323,contact323@company323.com,Product Manager,SaaS,5000+,NA,paid,False,2024-10-02,2024-10-28,content_download,7,3,2,166,11887,60,0.603,1
LEAD_000324,Finance Company 324,Contact 324,contact324@company324.com,Product Manager,Finance,1-10,EU,organic,False,2024-10-29,2024-11-16,pricing_page,5,6,4,96,154,70,0.703,0
LEAD_000325,Manufacturing Company 325,Contact 325,contact325@company325.com,VP Sales,Manufacturing,201-1000,NA,social,False,2025-01-12,2025-01-18,email_open,7,0,2,118,492,50,0.503,1
LEAD_000326,SaaS Company 326,Contact 326,contact326@company326.com,VP Sales,SaaS,51-200,LATAM,paid,True,2025-07-07,2025-07-28,case_study_view,2,0,3,12,4069,50,0.509,0
LEAD_000327,Healthcare Company 327,Contact 327,contact327@company327.com,CTO,Healthcare,51-200,EU,social,True,2024-12-17,2025-01-01,email_open,9,5,1,106,2293,46,0.462,1
LEAD_000328,E-commerce Company 328,Contact 328,contact328@company328.com,Operations Manager,E-commerce,11-50,EU,organic,False,2025-04-12,2025-04-14,contact_form,13,0,1,62,415,51,0.519,0
LEAD_000329,Consulting Company 329,Contact 329,contact329@company329.com,CEO,Consulting,1-10,NA,referral,False,2025-01-27,2025-02-05,case_study_view,1,8,2,176,73,38,0.383,0
LEAD_000330,Finance Company 330,Contact 330,contact330@company330.com,VP Sales,Finance,51-200,MEA,direct,False,2024-09-17,2024-10-08,email_open,5,1,3,56,3150,61,0.619,0
LEAD_000331,E-commerce Company 331,Contact 331,contact331@company331.com,CTO,E-commerce,201-1000,EU,paid,False,2025-01-09,2025-01-12,ad_click,1,2,0,156,601,20,0.201,0
LEAD_000332,SaaS Company 332,Contact 332,contact332@company332.com,CFO,SaaS,11-50,NA,organic,True,2024-11-17,2024-12-15,contact_form,5,0,1,176,2047,47,0.474,0
LEAD_000333,Education Company 333,Contact 333,contact333@company333.com,Operations Manager,Education,11-50,APAC,organic,False,2024-11-17,2024-11-26,ad_click,11,0,2,161,3694,46,0.463,1
LEAD_000334,SaaS Company 334,Contact 334,contact334@company334.com,IT Director,SaaS,201-1000,EU,referral,False,2025-04-15,2025-05-07,demo_request,12,1,3,91,5351,93,0.935,1
LEAD_000335,Real Estate Company 335,Contact 335,contact335@company335.com,VP Sales,Real Estate,11-50,EU,organic,False,2024-11-11,2024-11-15,trial_signup,9,6,2,85,787,65,0.652,0
LEAD_000336,Retail Company 336,Contact 336,contact336@company336.com,Operations Manager,Retail,51-200,APAC,paid,False,2024-12-16,2024-12-24,product_tour,2,0,3,138,1036,46,0.464,0
LEAD_000337,SaaS Company 337,Contact 337,contact337@company337.com,VP Sales,SaaS,51-200,NA,organic,False,2024-12-09,2025-01-08,pricing_page,7,3,0,48,977,47,0.477,0
LEAD_000338,Healthcare Company 338,Contact 338,contact338@company338.com,Product Manager,Healthcare,5000+,EU,organic,False,2024-09-19,2024-10-06,case_study_view,5,1,2,6,3130,46,0.467,1
LEAD_000339,Real Estate Company 339,Contact 339,contact339@company339.com,Product Manager,Real Estate,201-1000,NA,direct,False,2025-05-29,2025-06-18,case_study_view,11,1,3,107,3522,70,0.7,1
LEAD_000340,Education Company 340,Contact 340,contact340@company340.com,Operations Manager,Education,201-1000,NA,social,False,2024-09-13,2024-09-22,webinar,5,0,2,110,6467,49,0.492,1
LEAD_000341,SaaS Company 341,Contact 341,contact341@company341.com,VP Sales,SaaS,51-200,NA,paid,False,2024-11-23,2024-12-04,email_open,7,3,1,75,1596,50,0.501,0
LEAD_000342,SaaS Company 342,Contact 342,contact342@company342.com,Marketing Director,SaaS,51-200,NA,direct,True,2025-02-12,2025-02-19,contact_form,6,0,0,85,11319,41,0.411,1
LEAD_000343,Education Company 343,Contact 343,contact343@company343.com,Operations Manager,Education,201-1000,NA,paid,True,2025-07-17,2025-08-12,product_tour,3,2,0,134,2756,23,0.236,0
LEAD_000344,SaaS Company 344,Contact 344,contact344@company344.com,Sales Manager,SaaS,11-50,EU,direct,True,2024-11-06,2024-11-14,product_tour,2,0,0,39,762,23,0.239,0
LEAD_000345,Retail Company 345,Contact 345,contact345@company345.com,Business Analyst,Retail,1-10,NA,social,True,2024-12-16,2024-12-23,product_tour,7,0,1,123,135,33,0.33,0
LEAD_000346,E-commerce Company 346,Contact 346,contact346@company346.com,CFO,E-commerce,5000+,NA,social,False,2025-06-13,2025-06-18,webinar,3,0,3,136,1728,55,0.552,0
LEAD_000347,Consulting Company 347,Contact 347,contact347@company347.com,CTO,Consulting,1-10,APAC,paid,False,2025-06-16,2025-06-18,pricing_page,2,0,1,21,1156,28,0.282,0
LEAD_000348,E-commerce Company 348,Contact 348,contact348@company348.com,CEO,E-commerce,51-200,NA,direct,True,2024-12-31,2025-01-25,ad_click,3,1,3,1,2344,50,0.503,0
LEAD_000349,Retail Company 349,Contact 349,contact349@company349.com,Business Analyst,Retail,11-50,NA,paid,True,2025-05-26,2025-06-09,demo_request,4,0,3,122,309,61,0.617,1
LEAD_000350,Healthcare Company 350,Contact 350,contact350@company350.com,IT Director,Healthcare,11-50,LATAM,paid,False,2025-02-18,2025-03-20,content_download,2,1,2,78,207,39,0.396,0
LEAD_000351,E-commerce Company 351,Contact 351,contact351@company351.com,CFO,E-commerce,201-1000,EU,paid,False,2025-08-20,2025-08-26,webinar,11,1,1,165,32161,51,0.512,1
LEAD_000352,Education Company 352,Contact 352,contact352@company352.com,Product Manager,Education,51-200,NA,direct,True,2025-01-25,2025-01-26,demo_request,6,3,0,25,1128,40,0.404,0
LEAD_000353,Finance Company 353,Contact 353,contact353@company353.com,VP Sales,Finance,1-10,LATAM,organic,False,2025-02-27,2025-03-07,product_tour,11,2,1,86,1840,42,0.428,1
LEAD_000354,Manufacturing Company 354,Contact 354,contact354@company354.com,Product Manager,Manufacturing,1-10,EU,direct,True,2025-01-26,2025-02-12,case_study_view,5,3,1,6,55,25,0.255,0
LEAD_000355,SaaS Company 355,Contact 355,contact355@company355.com,CTO,SaaS,11-50,APAC,social,False,2025-06-05,2025-07-01,email_open,9,3,0,78,1148,41,0.411,0
LEAD_000356,Finance Company 356,Contact 356,contact356@company356.com,Operations Manager,Finance,11-50,LATAM,organic,True,2025-08-25,2025-09-23,ad_click,5,0,0,48,4018,22,0.225,0
LEAD_000357,Finance Company 357,Contact 357,contact357@company357.com,CTO,Finance,1-10,EU,organic,False,2024-12-26,2025-01-10,demo_request,7,1,1,68,339,47,0.473,0
LEAD_000358,Finance Company 358,Contact 358,contact358@company358.com,Sales Manager,Finance,11-50,APAC,paid,False,2024-09-25,2024-10-19,ad_click,4,8,2,35,1326,46,0.464,1
LEAD_000359,Finance Company 359,Contact 359,contact359@company359.com,IT Director,Finance,11-50,LATAM,direct,False,2025-01-16,2025-02-04,pricing_page,10,1,2,83,1190,59,0.597,0
LEAD_000360,Healthcare Company 360,Contact 360,contact360@company360.com,Business Analyst,Healthcare,1-10,APAC,paid,False,2024-10-15,2024-11-08,pricing_page,11,2,1,72,495,45,0.45,0
LEAD_000361,Real Estate Company 361,Contact 361,contact361@company361.com,Product Manager,Real Estate,1001-5000,EU,paid,False,2025-02-18,2025-02-23,contact_form,13,0,3,20,2324,80,0.8,1
LEAD_000362,SaaS Company 362,Contact 362,contact362@company362.com,Marketing Director,SaaS,11-50,NA,paid,False,2024-11-19,2024-11-26,ad_click,5,0,2,124,564,49,0.491,1
LEAD_000363,E-commerce Company 363,Contact 363,contact363@company363.com,CTO,E-commerce,11-50,EU,social,True,2025-06-28,2025-07-21,email_open,4,0,0,160,646,19,0.195,0
LEAD_000364,SaaS Company 364,Contact 364,contact364@company364.com,Marketing Director,SaaS,1001-5000,NA,social,False,2025-03-03,2025-03-05,trial_signup,1,0,2,136,1089,60,0.6,1
LEAD_000365,Technology Company 365,Contact 365,contact365@company365.com,Operations Manager,Technology,11-50,LATAM,organic,False,2024-11-20,2024-12-05,content_download,7,2,2,94,757,51,0.512,0
LEAD_000366,Manufacturing Company 366,Contact 366,contact366@company366.com,Product Manager,Manufacturing,201-1000,EU,referral,True,2025-07-02,2025-07-14,demo_request,5,3,0,85,7782,42,0.425,1
LEAD_000367,E-commerce Company 367,Contact 367,contact367@company367.com,CTO,E-commerce,11-50,NA,organic,False,2025-05-15,2025-05-24,trial_signup,6,1,1,8,283,48,0.48,0
LEAD_000368,Healthcare Company 368,Contact 368,contact368@company368.com,CTO,Healthcare,11-50,EU,organic,False,2025-06-13,2025-06-21,webinar,4,0,2,41,483,44,0.445,1
LEAD_000369,Healthcare Company 369,Contact 369,contact369@company369.com,Operations Manager,Healthcare,5000+,NA,organic,False,2025-08-20,2025-09-13,pricing_page,6,0,2,116,1455,58,0.589,1
LEAD_000370,Real Estate Company 370,Contact 370,contact370@company370.com,VP Sales,Real Estate,51-200,APAC,direct,False,2025-05-14,2025-06-08,demo_request,3,5,4,139,2038,75,0.752,1
LEAD_000371,Manufacturing Company 371,Contact 371,contact371@company371.com,IT Director,Manufacturing,5000+,NA,direct,False,2025-02-02,2025-02-15,product_tour,4,0,0,90,770,24,0.247,0
LEAD_000372,Finance Company 372,Contact 372,contact372@company372.com,Business Analyst,Finance,11-50,NA,organic,False,2024-10-01,2024-10-20,case_study_view,6,2,0,55,19540,29,0.294,1
LEAD_000373,Retail Company 373,Contact 373,contact373@company373.com,VP Sales,Retail,11-50,NA,direct,False,2025-08-13,2025-08-17,contact_form,6,2,0,171,275,30,0.308,0
LEAD_000374,Technology Company 374,Contact 374,contact374@company374.com,CEO,Technology,1001-5000,LATAM,social,True,2025-06-13,2025-06-22,content_download,7,0,3,20,3616,67,0.676,1
LEAD_000375,Finance Company 375,Contact 375,contact375@company375.com,Product Manager,Finance,11-50,NA,organic,False,2025-01-04,2025-01-08,pricing_page,7,4,2,56,1852,59,0.59,0
LEAD_000376,SaaS Company 376,Contact 376,contact376@company376.com,IT Director,SaaS,1-10,APAC,direct,True,2025-07-10,2025-07-29,contact_form,7,4,2,175,451,54,0.547,1
LEAD_000377,Consulting Company 377,Contact 377,contact377@company377.com,CEO,Consulting,11-50,EU,organic,True,2025-07-13,2025-07-29,ad_click,5,0,1,23,401,34,0.349,0
LEAD_000378,E-commerce Company 378,Contact 378,contact378@company378.com,Operations Manager,E-commerce,201-1000,EU,referral,False,2024-10-14,2024-10-23,contact_form,8,2,1,99,1847,49,0.497,0
LEAD_000379,Manufacturing Company 379,Contact 379,contact379@company379.com,Product Manager,Manufacturing,5000+,NA,paid,False,2025-08-28,2025-09-13,pricing_page,3,0,2,110,917,49,0.49,0
LEAD_000380,SaaS Company 380,Contact 380,contact380@company380.com,Sales Manager,SaaS,1001-5000,NA,paid,False,2025-02-14,2025-03-04,ad_click,3,0,1,46,6783,43,0.435,1
LEAD_000381,Technology Company 381,Contact 381,contact381@company381.com,CTO,Technology,1-10,APAC,referral,False,2024-12-13,2024-12-18,product_tour,5,2,0,137,1112,21,0.212,0
LEAD_000382,Real Estate Company 382,Contact 382,contact382@company382.com,CTO,Real Estate,1-10,NA,paid,False,2025-08-20,2025-09-12,webinar,6,0,4,101,3739,64,0.644,0
LEAD_000383,Consulting Company 383,Contact 383,contact383@company383.com,Product Manager,Consulting,201-1000,APAC,referral,False,2024-11-18,2024-11-29,demo_request,11,6,5,118,586,95,0.95,1
LEAD_000384,SaaS Company 384,Contact 384,contact384@company384.com,Sales Manager,SaaS,1-10,NA,paid,True,2025-05-22,2025-05-29,webinar,2,0,1,146,229,32,0.328,0
LEAD_000385,SaaS Company 385,Contact 385,contact385@company385.com,CFO,SaaS,1001-5000,LATAM,direct,True,2025-06-03,2025-06-15,contact_form,2,0,1,114,8501,40,0.404,1
LEAD_000386,SaaS Company 386,Contact 386,contact386@company386.com,Business Analyst,SaaS,1-10,NA,organic,True,2024-12-19,2025-01-02,product_tour,7,3,4,84,41,73,0.736,1
LEAD_000387,Technology Company 387,Contact 387,contact387@company387.com,Product Manager,Technology,1001-5000,EU,organic,False,2024-10-13,2024-11-07,pricing_page,2,0,0,173,1079,39,0.393,1
LEAD_000388,Healthcare Company 388,Contact 388,contact388@company388.com,CEO,Healthcare,51-200,EU,direct,True,2025-07-24,2025-08-15,content_download,9,1,2,64,72,57,0.578,0
LEAD_000389,E-commerce Company 389,Contact 389,contact389@company389.com,Operations Manager,E-commerce,1-10,APAC,direct,True,2025-06-09,2025-07-01,product_tour,12,2,3,96,182,63,0.63,0
LEAD_000390,SaaS Company 390,Contact 390,contact390@company390.com,CTO,SaaS,11-50,NA,organic,False,2024-09-20,2024-09-29,product_tour,8,1,3,47,3194,71,0.714,1
LEAD_000391,Retail Company 391,Contact 391,contact391@company391.com,VP Sales,Retail,11-50,EU,social,False,2025-06-27,2025-07-14,pricing_page,3,2,7,142,293,65,0.653,1
LEAD_000392,Healthcare Company 392,Contact 392,contact392@company392.com,Business Analyst,Healthcare,201-1000,NA,paid,False,2025-08-03,2025-08-07,demo_request,1,0,4,41,267,76,0.769,1
LEAD_000393,Healthcare Company 393,Contact 393,contact393@company393.com,Product Manager,Healthcare,1001-5000,NA,paid,True,2025-04-14,2025-05-14,email_open,4,1,2,128,1979,53,0.534,0
LEAD_000394,Healthcare Company 394,Contact 394,contact394@company394.com,Operations Manager,Healthcare,1-10,NA,paid,False,2025-01-11,2025-01-20,contact_form,4,0,0,18,1177,22,0.223,0
LEAD_000395,E-commerce Company 395,Contact 395,contact395@company395.com,Business Analyst,E-commerce,1-10,LATAM,paid,False,2025-06-20,2025-06-26,contact_form,2,1,2,61,373,34,0.349,1
LEAD_000396,Technology Company 396,Contact 396,contact396@company396.com,Product Manager,Technology,201-1000,APAC,paid,False,2025-05-11,2025-06-07,trial_signup,6,2,4,178,16400,87,0.873,1
LEAD_000397,SaaS Company 397,Contact 397,contact397@company397.com,Business Analyst,SaaS,1001-5000,NA,organic,False,2025-06-28,2025-07-21,email_open,3,2,3,52,6290,67,0.678,0
LEAD_000398,SaaS Company 398,Contact 398,contact398@company398.com,Marketing Director,SaaS,11-50,EU,organic,False,2025-04-12,2025-04-20,demo_request,10,0,1,113,360,61,0.615,1
LEAD_000399,Retail Company 399,Contact 399,contact399@company399.com,VP Sales,Retail,1-10,EU,direct,True,2025-08-25,2025-09-01,webinar,7,3,2,157,61,44,0.445,0
LEAD_000400,Healthcare Company 400,Contact 400,contact400@company400.com,CFO,Healthcare,1001-5000,MEA,referral,False,2024-09-12,2024-09-24,case_study_view,5,4,3,56,3654,64,0.641,1
LEAD_000401,Healthcare Company 401,Contact 401,contact401@company401.com,CEO,Healthcare,11-50,APAC,paid,True,2024-12-27,2025-01-06,contact_form,7,2,1,168,2373,44,0.44,0
LEAD_000402,Healthcare Company 402,Contact 402,contact402@company402.com,Operations Manager,Healthcare,51-200,NA,direct,False,2025-02-28,2025-03-12,product_tour,8,10,5,47,370,85,0.859,1
LEAD_000403,Education Company 403,Contact 403,contact403@company403.com,CTO,Education,1001-5000,APAC,organic,True,2025-08-15,2025-09-02,content_download,4,1,0,3,1351,27,0.274,0
LEAD_000404,Healthcare Company 404,Contact 404,contact404@company404.com,Operations Manager,Healthcare,11-50,APAC,paid,False,2024-10-22,2024-11-10,pricing_page,3,1,2,38,10067,46,0.461,0
LEAD_000405,Finance Company 405,Contact 405,contact405@company405.com,VP Sales,Finance,201-1000,LATAM,referral,False,2025-05-06,2025-05-30,contact_form,9,2,3,35,5523,72,0.726,1
LEAD_000406,SaaS Company 406,Contact 406,contact406@company406.com,CFO,SaaS,5000+,NA,organic,False,2025-03-16,2025-03-24,product_tour,8,2,2,142,1807,65,0.653,1
LEAD_000407,Retail Company 407,Contact 407,contact407@company407.com,CEO,Retail,201-1000,NA,direct,True,2025-03-03,2025-03-11,product_tour,4,1,1,112,1929,35,0.359,0
LEAD_000408,SaaS Company 408,Contact 408,contact408@company408.com,Product Manager,SaaS,51-200,APAC,direct,False,2025-07-17,2025-08-02,product_tour,6,0,1,79,1143,44,0.446,0
LEAD_000409,Healthcare Company 409,Contact 409,contact409@company409.com,CTO,Healthcare,201-1000,EU,social,True,2024-12-10,2024-12-25,webinar,8,0,1,159,4762,45,0.453,0
LEAD_000410,Healthcare Company 410,Contact 410,contact410@company410.com,Business Analyst,Healthcare,51-200,NA,paid,False,2025-03-18,2025-04-13,webinar,2,0,2,154,748,46,0.466,1
LEAD_000411,E-commerce Company 411,Contact 411,contact411@company411.com,VP Sales,E-commerce,5000+,EU,referral,False,2024-12-04,2024-12-30,content_download,9,0,5,62,12651,75,0.754,0
LEAD_000412,E-commerce Company 412,Contact 412,contact412@company412.com,Product Manager,E-commerce,1001-5000,NA,organic,True,2024-09-16,2024-10-09,contact_form,3,0,0,95,498,34,0.343,1
LEAD_000413,Technology Company 413,Contact 413,contact413@company413.com,Operations Manager,Technology,1-10,NA,organic,False,2025-09-04,2025-10-03,case_study_view,10,7,4,146,500,81,0.81,1
LEAD_000414,Healthcare Company 414,Contact 414,contact414@company414.com,Sales Manager,Healthcare,1001-5000,EU,organic,False,2024-10-10,2024-11-05,pricing_page,10,0,3,172,3937,78,0.782,1
LEAD_000415,SaaS Company 415,Contact 415,contact415@company415.com,IT Director,SaaS,11-50,APAC,direct,False,2025-03-03,2025-03-10,ad_click,2,1,2,14,1000,43,0.437,1
LEAD_000416,Healthcare Company 416,Contact 416,contact416@company416.com,CFO,Healthcare,11-50,NA,paid,True,2025-02-20,2025-03-01,webinar,6,4,1,14,924,45,0.451,0
LEAD_000417,Education Company 417,Contact 417,contact417@company417.com,IT Director,Education,201-1000,EU,direct,False,2024-12-01,2024-12-30,ad_click,6,4,3,160,2579,58,0.585,0
LEAD_000418,E-commerce Company 418,Contact 418,contact418@company418.com,Business Analyst,E-commerce,1-10,LATAM,direct,False,2025-04-29,2025-05-22,trial_signup,5,1,2,32,683,40,0.4,0
LEAD_000419,SaaS Company 419,Contact 419,contact419@company419.com,VP Sales,SaaS,11-50,EU,direct,True,2025-06-03,2025-06-28,email_open,6,0,3,164,921,60,0.607,1
LEAD_000420,SaaS Company 420,Contact 420,contact420@company420.com,Business Analyst,SaaS,11-50,LATAM,referral,False,2025-01-21,2025-02-08,email_open,4,2,1,37,1141,39,0.393,1
LEAD_000421,SaaS Company 421,Contact 421,contact421@company421.com,Marketing Director,SaaS,1-10,NA,organic,True,2025-03-14,2025-04-10,content_download,7,4,2,117,202,56,0.567,0
LEAD_000422,SaaS Company 422,Contact 422,contact422@company422.com,Sales Manager,SaaS,1-10,MEA,paid,False,2025-09-06,2025-09-27,content_download,11,1,2,146,180,57,0.574,1
LEAD_000423,Retail Company 423,Contact 423,contact423@company423.com,Operations Manager,Retail,1001-5000,APAC,referral,False,2025-06-22,2025-07-17,webinar,2,0,2,92,9848,44,0.44,0
LEAD_000424,Education Company 424,Contact 424,contact424@company424.com,Business Analyst,Education,11-50,EU,direct,False,2025-02-12,2025-03-01,demo_request,8,2,0,8,257,39,0.391,0
LEAD_000425,E-commerce Company 425,Contact 425,contact425@company425.com,IT Director,E-commerce,5000+,APAC,paid,False,2025-06-29,2025-07-03,contact_form,10,3,0,102,3393,42,0.427,0
LEAD_000426,SaaS Company 426,Contact 426,contact426@company426.com,IT Director,SaaS,5000+,MEA,organic,True,2025-06-22,2025-06-30,product_tour,13,0,5,135,1100,86,0.86,0
LEAD_000427,Healthcare Company 427,Contact 427,contact427@company427.com,Operations Manager,Healthcare,51-200,EU,referral,False,2024-11-03,2024-11-27,webinar,6,6,4,149,997,75,0.752,1
LEAD_000428,SaaS Company 428,Contact 428,contact428@company428.com,CEO,SaaS,1-10,EU,organic,True,2025-01-10,2025-02-02,email_open,7,1,2,26,3121,50,0.503,0
LEAD_000429,Retail Company 429,Contact 429,contact429@company429.com,CEO,Retail,11-50,NA,referral,False,2025-03-23,2025-04-04,trial_signup,12,0,1,25,1151,56,0.568,1
LEAD_000430,Education Company 430,Contact 430,contact430@company430.com,CFO,Education,1001-5000,APAC,social,False,2024-11-14,2024-12-07,trial_signup,4,4,2,168,1299,59,0.596,0
LEAD_000431,SaaS Company 431,Contact 431,contact431@company431.com,Product Manager,SaaS,5000+,LATAM,direct,True,2025-06-23,2025-07-19,email_open,9,1,1,12,4606,49,0.497,0
LEAD_000432,Healthcare Company 432,Contact 432,contact432@company432.com,Product Manager,Healthcare,201-1000,NA,paid,False,2025-04-21,2025-05-05,ad_click,6,2,2,127,4873,53,0.532,0
LEAD_000433,Manufacturing Company 433,Contact 433,contact433@company433.com,Operations Manager,Manufacturing,201-1000,EU,referral,True,2024-10-01,2024-10-14,trial_signup,2,0,2,119,588,49,0.494,1
LEAD_000434,Technology Company 434,Contact 434,contact434@company434.com,VP Sales,Technology,1-10,EU,referral,False,2024-11-01,2024-11-19,email_open,7,3,4,62,1978,69,0.695,0
LEAD_000435,Education Company 435,Contact 435,contact435@company435.com,Product Manager,Education,11-50,NA,social,False,2024-09-14,2024-09-15,pricing_page,5,0,0,21,1115,29,0.292,0
LEAD_000436,SaaS Company 436,Contact 436,contact436@company436.com,IT Director,SaaS,1-10,EU,direct,False,2025-07-30,2025-08-17,product_tour,12,3,4,33,475,84,0.84,1
LEAD_000437,E-commerce Company 437,Contact 437,contact437@company437.com,CTO,E-commerce,1-10,MEA,paid,True,2024-09-07,2024-09-11,trial_signup,5,5,5,10,1020,70,0.701,1
LEAD_000438,E-commerce Company 438,Contact 438,contact438@company438.com,Sales Manager,E-commerce,1-10,EU,organic,True,2025-04-26,2025-04-27,trial_signup,4,1,2,157,1356,44,0.443,0
LEAD_000439,Education Company 439,Contact 439,contact439@company439.com,VP Sales,Education,11-50,EU,social,True,2024-10-12,2024-11-11,demo_request,7,0,3,75,503,66,0.662,1
LEAD_000440,Real Estate Company 440,Contact 440,contact440@company440.com,CFO,Real Estate,11-50,EU,referral,False,2024-12-21,2024-12-27,case_study_view,8,0,2,68,1445,47,0.472,0
LEAD_000441,Technology Company 441,Contact 441,contact441@company441.com,Operations Manager,Technology,11-50,EU,referral,True,2024-12-12,2024-12-17,webinar,2,1,0,128,1620,26,0.263,0
LEAD_000442,Technology Company 442,Contact 442,contact442@company442.com,Marketing Director,Technology,5000+,NA,paid,True,2025-03-25,2025-04-22,demo_request,8,4,3,75,945,87,0.878,1
LEAD_000443,SaaS Company 443,Contact 443,contact443@company443.com,CFO,SaaS,1001-5000,EU,organic,False,2025-07-08,2025-07-16,content_download,7,3,2,176,3580,66,0.661,0
LEAD_000444,Technology Company 444,Contact 444,contact444@company444.com,VP Sales,Technology,1001-5000,EU,organic,True,2024-10-10,2024-10-25,trial_signup,5,1,1,76,4088,55,0.556,0
LEAD_000445,Retail Company 445,Contact 445,contact445@company445.com,CTO,Retail,11-50,MEA,paid,False,2025-04-23,2025-05-06,content_download,5,0,1,172,183,26,0.261,0
